,idxATAC,chr,start,end,idxRNA,target,distance,idxTF,tf,all,pval.all,pval.A9690,pval.ARV110,pval.DMSO,pval.Enza,stats.all,stats.A9690,stats.ARV110,stats.DMSO,stats.Enza,qval.all,qval.A9690,qval.ARV110,qval.DMSO,qval.Enza,weight.all,weight.A9690,weight.ARV110,weight.DMSO,weight.Enza
1,2462,chr1,37534369,37534869,827,MEAF6,19901,1,AR,0.535981187164529,0.0059497447172297,0.725070040099058,0.068953308084313,0.281426491784958,0.774328578726773,7.56546059646113,0.123686532073212,3.30776271213845,1.16018830150525,0.0822069683438965,0.333185704164863,1,1,1,1,0.0519381551970332,0.010173032653276,0.072844119394479,0.0490319921680723,0.0217012666829198
2,2462,chr1,37534369,37534869,826,ZC3H12A,59590,1,AR,0.519343171150246,7.45275331245934e-06,0.737726056447252,0.0371575476139081,0.101613711079471,0.0864736915402688,20.0733617086944,0.112135339546782,4.34317604102439,2.68003161348132,2.93882358614684,0.000558956498434451,1,1,1,1,0.0830295333398866,-0.00808763075763948,0.112087251598267,0.0552729538636915,0.0674521037369416
3,5256,chr1,113904397,113904897,1737,HIPK1,22425,1,AR,0.531957456148477,0.000648994600113465,0.0615504894648554,0.242852447748122,0.253413503728925,0.026428714429797,11.6299167324122,3.49510541494677,1.36395947072115,1.30438664883111,4.92774952521524,0.0408866598071483,1,1,1,1,0.0475605888547765,0.0450276807524322,0.0673166752840746,0.0286832494227143,0.04764701950173
4,6191,chr1,154845435,154845935,2136,AL451085.2,113888,1,AR,0.702430060098831,0.875472084909357,0.589062507906738,0.00117359863549398,0.63777931420225,0.624273665928941,0.0245585492985235,0.291810720413854,10.5314536812504,0.221658243830835,0.239906482851905,1,1,0.0915406935685308,1,1,0.0015585139201654,-0.0131441221235545,0.113870169926502,-0.0129823466924033,-0.0114813121722069
5,8378,chr1,204286721,204287221,2816,AL592114.3,9621,1,AR,0.590113633892876,0.0136563582884034,0.857946035557107,0.380069766746298,0.22196181045719,0.739684200991448,6.08203222978091,0.0320372004367281,0.770476231079487,1.4916423775895,0.110404400102049,0.737443347573782,1,1,1,1,0.0596073122152773,-0.0043020119143505,0.03840360797225,0.0550399901836604,0.0460409941867289
6,8411,chr1,204506853,204507353,2819,PPP1R15B,94837,1,AR,0.536485643832373,3.02936066487101e-08,0.115707709758257,0.638517185848436,0.0116195936010435,0.000347102230169368,30.6886230409095,2.47447993467534,0.220686698701506,6.36800833673249,12.7973955678266,2.3931949252481e-06,1,1,0.848230332876178,0.0267268717230413,0.0908799668948022,0.037297254605921,0.0501353474288564,0.0954749340111115,0.0928176981706138
7,8411,chr1,204506853,204507353,2821,MDM4,7024,1,AR,0.658437631266239,1.8211259140224e-05,0.0798970661856896,0.207706723910351,0.0784513196149366,0.0136256162862822,18.3677693616966,3.06699435039399,1.58733903425159,3.09669691712509,6.08601372508185,0.00131121065809613,1,1,1,0.953793140039756,0.0560716424114919,0.0388233586595109,0.0577718095611536,0.0425721538921925,0.0527981489521838
8,8523,chr1,205758675,205759175,2843,SLC45A3,77967,1,AR,0.75323567837347,5.92953962369443e-05,0.118976978879052,0.0873211879739089,0.33603596131537,0.55343620772912,16.1250227171522,2.43073661003625,2.92307732037233,0.925496255524111,0.351197195802289,0.00409138234034916,1,1,1,1,0.0562994544693708,0.0398069386194216,0.0703153003933601,0.0268400044258981,-0.0106682151832577
9,9980,chr1,235503601,235504101,3251,B3GALNT2,0,1,AR,0.636535351114339,0.00200283626491352,0.162256722159765,0.825228849775252,0.34621756618385,0.0104832890358296,9.54693452161719,1.95306712207161,0.0487635939042205,0.887272279660738,6.55086993216381,0.120170175894811,1,1,1,0.744313521543905,0.0538194783232958,0.0373183545403909,-0.00320961592636967,0.0323727449820079,0.0810458564157067
10,11102,chr2,26255655,26256155,19082,SELENOI,87929,1,AR,0.515837209261551,0.000423245089969717,0.423360772222517,0.147267434114075,0.651528094624613,0.0293082978301249,12.4266735620227,0.640967213028879,2.10032914144021,0.203979008390167,4.74941256790759,0.0278703730206496,1,1,1,1,0.056079907313652,-0.0209774034989721,0.0811655205838221,0.0124248620265121,0.0572552621327519
