,0,1,2,3,4,5,6,7,8,9,wt_count
0,chr1,151458586,151458607,.,12.262,*,12.262,-1,-1,250,4.57457
1,chr16,71564688,71565188,.,41.989,*,41.989,-1,-1,250,4.619275
2,chr14,57268677,57269139,.,88.1305,*,88.1305,-1,-1,250,4.8367906
3,chr15,40160746,40161187,.,67.4094,*,67.4094,-1,-1,250,4.2040024
4,chr4,124964304,124964742,.,53.4713,*,53.4713,-1,-1,250,3.3603091
5,chr13,39038094,39038309,.,47.6712,*,47.6712,-1,-1,250,4.0443473
6,chr9,114505289,114505789,.,61.3717,*,61.3717,-1,-1,250,4.6061077
7,chr5,69369039,69369328,.,15.9444,*,15.9444,-1,-1,250,4.4723153
8,chr2,38751219,38751656,.,40.1234,*,40.1234,-1,-1,250,5.186479
9,chr12,110742766,110743187,.,57.3991,*,57.3991,-1,-1,250,4.685108
10,chr2,171999667,172000163,.,61.3717,*,61.3717,-1,-1,250,4.452698
11,chr20,38748186,38748392,.,94.5034,*,94.5034,-1,-1,250,5.654231
12,chr1,3747182,3747680,.,90.2474,*,90.2474,-1,-1,250,4.121406
13,chr19,29212981,29213432,.,79.7405,*,79.7405,-1,-1,250,4.552301
14,chr1,145765506,145766002,.,5.90541,*,5.90541,-1,-1,250,3.2548463
15,chr12,64610191,64610657,.,81.8264,*,81.8264,-1,-1,250,4.525126
16,chr16,67431323,67431636,.,6.05878,*,6.05878,-1,-1,250,4.3408976
17,chr15,75640075,75640534,.,107.44,*,107.44,-1,-1,250,4.9153996
18,chr9,613805,614279,.,6.05878,*,6.05878,-1,-1,250,3.6602862
19,chr16,28824125,28824338,.,81.8264,*,81.8264,-1,-1,250,4.5001264
20,chr19,9785348,9785845,.,21.203,*,21.203,-1,-1,250,4.63282
21,chr12,124369407,124369893,.,122.812,*,122.812,-1,-1,250,4.249299
22,chr19,13731471,13731941,.,96.6421,*,96.6421,-1,-1,250,4.2672815
23,chr2,74178718,74179154,.,45.7633,*,45.7633,-1,-1,250,4.632957
24,chr1,180615488,180615928,.,81.8264,*,81.8264,-1,-1,250,3.4833941
25,chr17,50560446,50560910,.,90.2474,*,90.2474,-1,-1,250,5.0746427
26,chr6,110528601,110528775,.,11.4046,*,11.4046,-1,-1,250,3.4577675
27,chr9,91423740,91424170,.,81.8264,*,81.8264,-1,-1,250,5.117845
28,chrX,135098759,135099111,.,51.5255,*,51.5255,-1,-1,250,5.1593647
29,chr20,44652037,44652519,.,6.05878,*,6.05878,-1,-1,250,3.9802074
30,chr19,38362382,38362831,.,19.1267,*,19.1267,-1,-1,250,4.2297273
31,chr14,104752799,104752968,.,189.071,*,189.071,-1,-1,250,5.441853
32,chr12,118135833,118136312,.,98.7883,*,98.7883,-1,-1,250,4.1781116
33,chr22,45896459,45896949,.,15.9444,*,15.9444,-1,-1,250,3.5293586
34,chr14,37595877,37596195,.,49.592,*,49.592,-1,-1,250,5.0477357
35,chr22,21629844,21630299,.,86.0216,*,86.0216,-1,-1,250,4.626452
36,chr1,197201263,197201697,.,65.3869,*,65.3869,-1,-1,250,4.610645
37,chr10,50625080,50625529,.,49.592,*,49.592,-1,-1,250,4.5329995
38,chr16,53208222,53208648,.,20.7584,*,20.7584,-1,-1,250,3.3255472
39,chr20,10658713,10658850,.,14.3978,*,14.3978,-1,-1,250,3.434067
40,chr12,1661803,1662294,.,49.592,*,49.592,-1,-1,250,4.563527
41,chr15,45167298,45167757,.,25.7999,*,25.7999,-1,-1,250,3.776997
42,chr5,73498154,73498640,.,41.989,*,41.989,-1,-1,250,4.644916
43,chr5,80487880,80488359,.,77.6631,*,77.6631,-1,-1,250,4.97266
44,chr1,112956059,112956524,.,81.8264,*,81.8264,-1,-1,250,4.777304
45,chr14,54902613,54903109,.,59.3795,*,59.3795,-1,-1,250,4.777917
46,chr8,101278122,101278451,.,88.1305,*,88.1305,-1,-1,250,3.3219223
47,chr17,7280482,7280957,.,24.0967,*,24.0967,-1,-1,250,4.279168
48,chr11,94129252,94129752,.,25.7999,*,25.7999,-1,-1,250,4.582001
49,chr15,59689237,59689679,.,83.9201,*,83.9201,-1,-1,250,4.699804
50,chr12,65169231,65169719,.,100.941,*,100.941,-1,-1,250,4.9877086
51,chr19,3721402,3721875,.,98.7883,*,98.7883,-1,-1,250,3.8003702
52,chr1,40862227,40862675,.,113.995,*,113.995,-1,-1,250,4.8628716
53,chr6,27295211,27295676,.,22.4159,*,22.4159,-1,-1,250,3.5981343
54,chr7,156893319,156893512,.,100.941,*,100.941,-1,-1,250,4.8764343
55,chr10,17643675,17643880,.,38.2731,*,38.2731,-1,-1,250,4.2416477
56,chr10,50374374,50374649,.,15.9444,*,15.9444,-1,-1,250,3.2260594
57,chr1,12476004,12476479,.,15.9444,*,15.9444,-1,-1,250,3.2288725
58,chr9,126207201,126207686,.,27.5249,*,27.5249,-1,-1,250,3.487178
59,chr17,7219648,7220130,.,51.5255,*,51.5255,-1,-1,250,3.9724684
60,chr3,155871518,155871776,.,15.9444,*,15.9444,-1,-1,250,4.1062164
61,chr19,52993794,52994041,.,15.9444,*,15.9444,-1,-1,250,5.093858
62,chr9,107282786,107283274,.,94.5034,*,94.5034,-1,-1,250,4.9572873
63,chr19,35718491,35718988,.,14.3978,*,14.3978,-1,-1,250,3.6846144
64,chr3,10191992,10192448,.,49.592,*,49.592,-1,-1,250,3.6071162
65,chr22,20299667,20299840,.,61.3717,*,61.3717,-1,-1,250,4.949856
66,chr7,106112119,106112570,.,129.484,*,129.484,-1,-1,250,4.5563893
67,chr3,49587497,49587993,.,88.1305,*,88.1305,-1,-1,250,3.1950784
68,chr9,14027407,14027595,.,9.96289,*,9.96289,-1,-1,250,2.881594
69,chr11,65712344,65712822,.,122.812,*,122.812,-1,-1,250,4.797179
70,chr16,636131,636421,.,81.8264,*,81.8264,-1,-1,250,4.514746
71,chr14,51581329,51581753,.,8.56307,*,8.56307,-1,-1,250,3.4638596
72,chr3,49802506,49802992,.,41.989,*,41.989,-1,-1,250,4.5830245
73,chr16,82152666,82153047,.,25.7999,*,25.7999,-1,-1,250,3.212154
74,chr9,128128216,128128419,.,81.8264,*,81.8264,-1,-1,250,5.0047383
75,chr4,47836559,47837012,.,19.1267,*,19.1267,-1,-1,250,4.1897283
76,chr20,36773634,36774062,.,61.3717,*,61.3717,-1,-1,250,5.0650024
77,chr5,132790214,132790640,.,7.20877,*,7.20877,-1,-1,250,2.9833162
78,chr1,150973739,150974146,.,9.96289,*,9.96289,-1,-1,250,3.736472
79,chr13,99200476,99200961,.,59.3795,*,59.3795,-1,-1,250,4.79137
80,chr19,2977230,2977690,.,109.619,*,109.619,-1,-1,250,4.7849193
81,chr12,110613812,110614258,.,111.804,*,111.804,-1,-1,250,4.283462
82,chr2,27381141,27381145,.,11.4046,*,11.4046,-1,-1,250,4.2282143
83,chr16,30657893,30658347,.,38.3364,*,38.3364,-1,-1,250,5.8442483
84,chr5,136123271,136123690,.,8.56307,*,8.56307,-1,-1,250,3.2445219
85,chr1,209784432,209784910,.,152.026,*,152.026,-1,-1,250,4.969833
86,chr1,65420161,65420614,.,189.071,*,189.071,-1,-1,250,5.273887
87,chr12,55927740,55928208,.,36.4383,*,36.4383,-1,-1,250,4.1376405
88,chr2,208254985,208255444,.,41.989,*,41.989,-1,-1,250,4.632937
89,chr11,63768566,63768599,.,25.7999,*,25.7999,-1,-1,250,4.076176
90,chr7,143288123,143288572,.,81.8264,*,81.8264,-1,-1,250,4.9841037
91,chr18,47176169,47176614,.,55.4295,*,55.4295,-1,-1,250,4.0652485
92,chr14,32202768,32203240,.,7.20877,*,7.20877,-1,-1,250,3.933146
93,chr6,113971185,113971679,.,107.44,*,107.44,-1,-1,250,4.188093
94,chr11,83502069,83502442,.,7.20877,*,7.20877,-1,-1,250,3.3455453
95,chr17,77140526,77140986,.,21.203,*,21.203,-1,-1,250,5.0851717
96,chr15,51303505,51303956,.,11.4046,*,11.4046,-1,-1,250,3.1719291
97,chr8,89984397,89984532,.,83.9201,*,83.9201,-1,-1,250,5.0408645
98,chr22,19941638,19942089,.,10.1314,*,10.1314,-1,-1,250,3.395729
99,chr19,11738881,11739319,.,21.203,*,21.203,-1,-1,250,4.4131184
100,chr15,74540848,74541258,.,109.619,*,109.619,-1,-1,250,4.977848
101,chr14,65411571,65412062,.,41.989,*,41.989,-1,-1,250,4.6216445
102,chr19,40348319,40348743,.,113.995,*,113.995,-1,-1,250,5.05023
103,chr15,39153667,39154095,.,15.9444,*,15.9444,-1,-1,250,3.3811073
104,chr19,56839023,56839512,.,67.4094,*,67.4094,-1,-1,250,5.8438764
105,chr6,30721235,30721678,.,77.6631,*,77.6631,-1,-1,250,5.0100303
106,chr10,91220307,91220805,.,100.941,*,100.941,-1,-1,250,4.1915565
107,chr6,30556729,30556910,.,59.3795,*,59.3795,-1,-1,250,5.0271935
108,chr1,209747689,209748133,.,111.804,*,111.804,-1,-1,250,4.4185443
109,chr16,75267833,75268289,.,24.0967,*,24.0967,-1,-1,250,3.307266
110,chr19,16569787,16570124,.,55.4295,*,55.4295,-1,-1,250,3.861728
111,chr10,132421480,132421899,.,38.2731,*,38.2731,-1,-1,250,3.0101786
112,chr12,55973553,55973918,.,161.162,*,161.162,-1,-1,250,4.649104
113,chr12,53295236,53295477,.,59.3795,*,59.3795,-1,-1,250,4.14132
114,chr17,39687800,39688100,.,51.5255,*,51.5255,-1,-1,250,5.062428
115,chr22,29388366,29388799,.,98.7883,*,98.7883,-1,-1,250,4.411158
116,chr3,108477449,108477946,.,8.06111,*,8.06111,-1,-1,250,3.2826936
117,chr17,56960506,56960982,.,63.3743,*,63.3743,-1,-1,250,4.396452
118,chr16,589313,589587,.,140.697,*,140.697,-1,-1,250,5.67428
119,chr8,22549106,22549597,.,25.7999,*,25.7999,-1,-1,250,3.8027582
120,chr1,243255675,243256134,.,127.255,*,127.255,-1,-1,250,4.629481
121,chr1,54028193,54028264,.,10.1314,*,10.1314,-1,-1,250,3.349093
122,chr1,8314240,8314741,.,20.7584,*,20.7584,-1,-1,250,3.091114
123,chr10,102268483,102268912,.,24.0967,*,24.0967,-1,-1,250,2.8777523
124,chr17,40026926,40027422,.,25.7999,*,25.7999,-1,-1,250,3.8244681
125,chr1,27568375,27568854,.,100.941,*,100.941,-1,-1,250,4.1854367
126,chr17,2030543,2031008,.,41.989,*,41.989,-1,-1,250,4.012496
127,chr4,15655164,15655186,.,49.592,*,49.592,-1,-1,250,4.7013288
128,chr11,57322684,57322974,.,12.8839,*,12.8839,-1,-1,250,3.510687
129,chr4,112637225,112637725,.,105.268,*,105.268,-1,-1,250,5.195584
130,chr16,84504518,84504994,.,140.697,*,140.697,-1,-1,250,4.213353
131,chr8,125434637,125435016,.,51.5255,*,51.5255,-1,-1,250,3.6208153
132,chr19,2163630,2164077,.,105.268,*,105.268,-1,-1,250,4.5557814
133,chr19,10106039,10106499,.,127.255,*,127.255,-1,-1,250,4.5098596
134,chr2,231708216,231708707,.,71.4836,*,71.4836,-1,-1,250,5.1990356
135,chr3,52197773,52198271,.,75.5945,*,75.5945,-1,-1,250,4.611146
136,chr11,46593843,46594303,.,59.3795,*,59.3795,-1,-1,250,4.1622424
137,chr3,142578715,142579153,.,107.44,*,107.44,-1,-1,250,4.459208
138,chr5,132265662,132266115,.,14.3978,*,14.3978,-1,-1,250,3.0107956
139,chr22,42995029,42995506,.,63.3743,*,63.3743,-1,-1,250,3.4025085
140,chr1,44799986,44800412,.,163.46,*,163.46,-1,-1,250,4.721905
141,chr3,114145266,114145750,.,12.8839,*,12.8839,-1,-1,250,3.4919152
142,chr10,123154053,123154545,.,154.303,*,154.303,-1,-1,250,4.7254252
143,chr11,67443296,67443765,.,55.4295,*,55.4295,-1,-1,250,3.9832478
144,chr7,73719441,73719929,.,55.4295,*,55.4295,-1,-1,250,3.9953785
145,chr6,13486639,13487127,.,19.1267,*,19.1267,-1,-1,250,4.098522
146,chr17,68291246,68291680,.,41.989,*,41.989,-1,-1,250,4.602148
147,chr17,17694562,17695057,.,25.7999,*,25.7999,-1,-1,250,4.383952
148,chr11,65468776,65469246,.,40.1234,*,40.1234,-1,-1,250,2.8521318
149,chr12,118271736,118272219,.,69.4418,*,69.4418,-1,-1,250,3.0989337
150,chr17,7214187,7214360,.,107.44,*,107.44,-1,-1,250,4.8639936
151,chr19,38336200,38336634,.,105.268,*,105.268,-1,-1,250,4.991399
152,chr5,138337974,138338018,.,18.9152,*,18.9152,-1,-1,250,4.4279375
153,chr1,150697141,150697599,.,18.9152,*,18.9152,-1,-1,250,3.8651977
154,chr2,88691371,88691840,.,59.3795,*,59.3795,-1,-1,250,4.529816
155,chr3,187745479,187745695,.,47.6712,*,47.6712,-1,-1,250,3.7771468
156,chr14,61438978,61439283,.,34.6199,*,34.6199,-1,-1,250,3.3638203
157,chr21,31731892,31732364,.,100.941,*,100.941,-1,-1,250,4.9668775
158,chr10,68407049,68407536,.,79.7405,*,79.7405,-1,-1,250,3.9281547
159,chr10,102714287,102714748,.,120.599,*,120.599,-1,-1,250,4.3658385
160,chr17,8154193,8154691,.,94.5034,*,94.5034,-1,-1,250,4.043368
161,chr9,130172112,130172569,.,40.1234,*,40.1234,-1,-1,250,3.9128141
162,chr6,87155310,87155692,.,38.2731,*,38.2731,-1,-1,250,4.966121
163,chr7,30938662,30939096,.,32.8185,*,32.8185,-1,-1,250,3.6036367
164,chr19,11587567,11588028,.,24.0967,*,24.0967,-1,-1,250,2.9946074
165,chr2,61538348,61538676,.,43.8691,*,43.8691,-1,-1,250,5.13282
166,chr16,2966791,2967242,.,27.5249,*,27.5249,-1,-1,250,4.408754
167,chr18,80108957,80109177,.,79.7405,*,79.7405,-1,-1,250,4.6321707
168,chr16,69726268,69726695,.,96.6421,*,96.6421,-1,-1,250,3.9589162
169,chr3,49723908,49724343,.,125.031,*,125.031,-1,-1,250,5.051653
170,chr3,69739127,69739615,.,38.2731,*,38.2731,-1,-1,250,4.2920604
171,chr11,62646503,62646967,.,145.215,*,145.215,-1,-1,250,5.0377626
172,chr16,31074071,31074549,.,77.6631,*,77.6631,-1,-1,250,4.8793187
173,chrX,118345684,118346120,.,67.4094,*,67.4094,-1,-1,250,5.519885
174,chr1,156767000,156767066,.,5.90541,*,5.90541,-1,-1,250,4.026182
175,chr22,37019210,37019699,.,38.2731,*,38.2731,-1,-1,250,4.342668
176,chr2,189661094,189661528,.,73.5347,*,73.5347,-1,-1,250,4.9790564
177,chr19,1652794,1653235,.,142.953,*,142.953,-1,-1,250,5.222572
178,chr13,110712272,110712744,.,83.9201,*,83.9201,-1,-1,250,4.875989
179,chr19,27794514,27794797,.,8.56307,*,8.56307,-1,-1,250,3.7660863
180,chr20,2652315,2652773,.,18.9152,*,18.9152,-1,-1,250,5.090889
181,chr10,119080677,119081152,.,79.7405,*,79.7405,-1,-1,250,5.0641837
182,chr1,27383125,27383614,.,53.4713,*,53.4713,-1,-1,250,4.175819
183,chr19,12333523,12334005,.,120.599,*,120.599,-1,-1,250,4.294398
184,chr7,50069002,50069284,.,34.6199,*,34.6199,-1,-1,250,3.7261176
185,chr2,170973291,170973771,.,36.4383,*,36.4383,-1,-1,250,4.0403028
186,chr5,91280355,91280854,.,113.995,*,113.995,-1,-1,250,4.6079693
187,chr20,4592502,4592997,.,9.96289,*,9.96289,-1,-1,250,4.0122185
188,chr7,2555291,2555791,.,77.6631,*,77.6631,-1,-1,250,4.288772
189,chr6,144095416,144095913,.,90.2474,*,90.2474,-1,-1,250,4.592007
190,chr1,203268895,203269383,.,27.5249,*,27.5249,-1,-1,250,3.6810927
191,chr5,80654785,80654939,.,21.203,*,21.203,-1,-1,250,4.6023464
