,0,1,2,wt_count
0,chr1,7988538,7989038,2.3030639
1,chr1,11882824,11883324,2.365923
2,chr1,15424031,15424531,2.3583655
3,chr1,23920003,23920430,2.2836258
4,chr1,24143035,24143535,2.4239712
5,chr1,26862746,26863246,2.7056699
6,chr1,27817159,27817659,2.3601868
7,chr1,28172679,28173179,2.2040634
8,chr1,28351520,28352020,2.203619
9,chr1,28668158,28668552,3.1205983
10,chr1,28751308,28751808,2.3355799
11,chr1,31444679,31445179,2.3847332
12,chr1,31498959,31499459,2.1046016
13,chr1,31548854,31549329,2.7049117
14,chr1,32400801,32401301,2.3384824
15,chr1,32963983,32964110,3.2821436
16,chr1,37999450,37999950,2.404356
17,chr1,39827086,39827586,2.3134964
18,chr1,39852171,39852657,2.191757
19,chr1,42764232,42764732,2.275283
20,chr1,43523039,43523539,2.5188994
21,chr1,48043509,48044009,2.206772
22,chr1,54028902,54029402,2.1645432
23,chr1,54641122,54641622,2.1955833
24,chr1,55428952,55429452,2.3908658
25,chr1,56516841,56517328,2.3026755
26,chr1,61708869,61709369,2.4086132
27,chr1,61851585,61852085,2.5555534
28,chr1,62279194,62279405,2.5406008
29,chr1,63480056,63480515,2.6294818
30,chr1,64172025,64172212,2.0895715
31,chr1,64172356,64172525,2.2800946
32,chr1,64915799,64916299,2.2245774
33,chr1,65763991,65764491,2.9275045
34,chr1,67571747,67572247,2.2148778
35,chr1,67749485,67749985,2.4031792
36,chr1,67771138,67771638,2.4006882
37,chr1,74730028,74730528,2.0868106
38,chr1,78101505,78102005,2.3807437
39,chr1,84020935,84021435,2.122531
40,chr1,85225888,85226388,2.334593
41,chr1,85278776,85279276,2.3725924
42,chr1,85328872,85329372,2.1937604
43,chr1,85339084,85339584,1.9085819
44,chr1,86774224,86774724,2.4949868
45,chr1,86992722,86993222,2.0995538
46,chr1,86993240,86993740,1.9961208
47,chr1,92804721,92805221,2.3666713
48,chr1,92933423,92933923,1.876143
49,chr1,92949575,92950075,2.38736
50,chr1,93474197,93474697,2.4424734
51,chr1,93567365,93567865,2.4689012
52,chr1,93664570,93665070,2.2064855
53,chr1,94658134,94658277,2.1739092
54,chr1,107649466,107649966,2.7681837
55,chr1,109112602,109113087,3.1008396
56,chr1,109855985,109856485,2.4380915
57,chr1,112700109,112700609,2.1224036
58,chr1,115037073,115037573,2.0874887
59,chr1,116097603,116098103,2.2415566
60,chr1,116931176,116931676,2.6918712
61,chr1,117179568,117180018,2.122876
62,chr1,119428894,119429394,2.21873
63,chr1,145740139,145740639,2.1554487
64,chr1,145927306,145927788,3.297773
65,chr1,145979317,145979817,2.5022748
66,chr1,150604649,150605149,2.2680137
67,chr1,150852186,150852686,2.173318
68,chr1,151165740,151166202,3.5344927
69,chr1,151596437,151596937,2.4804273
70,chr1,151611719,151612207,3.540907
71,chr1,151763309,151763766,3.0871587
72,chr1,151988406,151988906,2.7519913
73,chr1,152162723,152163223,2.106782
74,chr1,153515870,153516370,2.2000873
75,chr1,153566483,153566983,2.3988135
76,chr1,155000339,155000839,2.9847524
77,chr1,155193458,155193901,3.35274
78,chr1,155570217,155570717,2.0731554
79,chr1,155911155,155911632,3.2677076
80,chr1,156130185,156130685,2.241823
81,chr1,156572370,156572837,2.9234104
82,chr1,156661219,156661719,2.190086
83,chr1,156892264,156892726,3.008986
84,chr1,159916200,159916700,2.1595602
85,chr1,159960913,159961413,2.3397012
86,chr1,160813178,160813678,2.0762935
87,chr1,160997264,160997764,2.516055
88,chr1,161117799,161118270,3.5757663
89,chr1,161133238,161133297,3.3794394
90,chr1,167082363,167082863,2.0480149
91,chr1,167082887,167083387,2.1129231
92,chr1,168861652,168861989,2.2899861
93,chr1,169675747,169676247,2.1965675
94,chr1,169794713,169795185,3.5003777
95,chr1,172443889,172444305,3.100287
96,chr1,172976487,172976852,2.5392385
97,chr1,175269094,175269594,2.1407619
98,chr1,178031742,178032240,3.0891786
99,chr1,179930870,179931361,2.1032958
100,chr1,180117212,180117712,2.7624824
101,chr1,181112352,181112852,2.0721989
102,chr1,181127033,181127533,2.7850776
103,chr1,182688353,182688853,2.2295551
104,chr1,183019308,183019540,2.030251
105,chr1,183037051,183037551,1.8962849
106,chr1,183636184,183636684,3.2207341
107,chr1,183640119,183640619,2.0935912
108,chr1,183736399,183736899,2.2546268
109,chr1,186848410,186848910,2.2705824
110,chr1,186943763,186944263,2.2002277
111,chr1,197146501,197147001,3.625873
112,chr1,200483421,200483921,2.7873654
113,chr1,200620574,200621066,3.2632277
114,chr1,202017656,202018118,2.6540885
115,chr1,202034732,202035232,2.3228803
116,chr1,202746324,202746824,2.1427934
117,chr1,203153929,203154429,2.4480464
118,chr1,203306174,203306195,2.8258142
119,chr1,204084353,204084720,2.2385755
120,chr1,204383164,204383664,2.2296133
121,chr1,204417017,204417479,2.2088082
122,chr1,204417547,204418047,2.3206074
123,chr1,204425828,204426328,2.2415836
124,chr1,204510909,204511409,2.393052
125,chr1,204565692,204566192,3.0409775
126,chr1,204859818,204860318,1.8796674
127,chr1,204924157,204924657,2.1534936
128,chr1,205889683,205890183,1.9829466
129,chr1,205961829,205962329,2.410234
130,chr1,206941698,206942198,2.2907927
131,chr1,207232611,207233111,2.5691044
132,chr1,207321496,207321908,3.5609655
133,chr1,208132152,208132652,2.4747155
134,chr1,209827639,209828124,3.4087458
135,chr1,210001777,210002277,2.4673738
136,chr1,211603340,211603795,2.2395666
137,chr1,211832579,211833079,2.4965014
138,chr1,212219620,212220120,2.4297504
139,chr1,212261401,212261901,2.0608168
140,chr1,212596157,212596657,2.3875613
141,chr1,214516600,214517051,2.2468429
142,chr1,214552231,214552731,2.7810075
143,chr1,219271423,219271923,2.2466326
144,chr1,221839785,221840285,2.0852547
145,chr1,221850408,221850908,2.1111007
146,chr1,222589652,222590146,3.1911216
147,chr1,223740131,223740631,2.7420874
148,chr1,223814971,223815471,2.4003928
149,chr1,224113818,224114313,2.7316957
150,chr1,224213487,224213987,2.093852
151,chr1,225627269,225627769,2.287867
152,chr1,225642764,225643264,2.1364279
153,chr1,230576021,230576521,2.5577643
154,chr1,230979221,230979721,2.8075151
155,chr1,231393577,231394077,2.3694959
156,chr1,231396587,231397087,2.5793083
157,chr1,246327022,246327522,2.2469392
158,chr10,3197327,3197820,2.7579687
159,chr10,4981966,4982466,2.7808595
160,chr10,5020184,5020684,2.5118957
161,chr10,5071667,5072167,2.6669621
162,chr10,11898113,11898613,2.4904032
163,chr10,15141664,15142164,2.164648
164,chr10,15200607,15201107,1.9068187
165,chr10,22616044,22616544,2.5531187
166,chr10,28253969,28254469,2.1974566
167,chr10,28254471,28254971,2.2289042
168,chr10,28569490,28569990,1.9799148
169,chr10,28687066,28687566,2.0186422
170,chr10,31940716,31941216,1.9560044
171,chr10,32059402,32059902,2.1550364
172,chr10,32139191,32139691,2.6545186
173,chr10,32243254,32243754,1.9259322
174,chr10,34252091,34252591,2.2724915
175,chr10,34405740,34406240,2.4580076
176,chr10,37732620,37733120,2.1887515
177,chr10,47406743,47407243,2.2858958
178,chr10,52884205,52884346,2.611308
179,chr10,59895589,59896089,2.4406028
180,chr10,59965322,59965743,1.9725264
181,chr10,60175352,60175852,2.2043087
182,chr10,68153572,68154023,2.479692
183,chr10,68599858,68600327,2.3740675
184,chr10,69213622,69214122,2.086418
185,chr10,69217080,69217580,2.0490882
186,chr10,69314955,69315455,2.4374044
187,chr10,70896271,70896771,2.71601
188,chr10,71338926,71339426,2.0092912
189,chr10,73741793,73742293,2.276352
190,chr10,73966118,73966618,2.1178257
191,chr10,75225447,75225947,1.995675
192,chr10,84308828,84309328,2.2842448
193,chr10,90921126,90921626,2.1811366
194,chr10,92806460,92806960,1.8969674
195,chr10,92821962,92822462,2.344563
196,chr10,92892316,92892816,2.1535835
197,chr10,93465762,93466231,2.4126606
198,chr10,94627524,94628024,2.042357
199,chr10,95260483,95260983,2.0084062
200,chr10,95275623,95276123,2.2278287
201,chr10,95290839,95291297,3.7041225
202,chr10,98460763,98461263,2.1234818
203,chr10,104109744,104110244,2.2801569
204,chr10,107971837,107972337,2.1997886
205,chr10,109993878,109994378,2.3239658
206,chr10,109996055,109996555,2.199841
207,chr10,110405331,110405831,2.3400903
208,chr10,110415748,110416248,2.1533608
209,chr10,110483574,110484024,2.2678294
210,chr10,110522680,110523180,2.2601266
211,chr10,112519103,112519603,2.27979
212,chr10,114507383,114507816,2.2343926
213,chr10,114548615,114549115,2.47334
214,chr10,116992024,116992524,2.1090677
215,chr10,117312376,117312876,2.264991
216,chr10,122019005,122019491,3.1356297
217,chr10,122375224,122375541,3.5151393
218,chr10,125828250,125828750,2.21437
219,chr10,132418827,132419298,2.3721638
220,chr10,133143858,133144338,2.8228216
221,chr11,518525,519025,4.02742
222,chr11,1691139,1691639,2.3858821
223,chr11,1830770,1831270,2.481137
224,chr11,4694463,4694963,2.2686284
225,chr11,5690099,5690599,2.4227095
226,chr11,6536615,6537115,1.9818197
227,chr11,6603411,6603878,3.5514479
228,chr11,7605402,7605902,2.5518994
229,chr11,7910307,7910807,2.1382256
230,chr11,7936607,7937107,2.265977
231,chr11,9169511,9170011,2.321354
232,chr11,9364284,9364774,3.276443
233,chr11,9565882,9566382,2.551972
234,chr11,12090634,12091134,2.0111468
235,chr11,12125467,12125967,2.1909995
236,chr11,12233250,12233750,2.1001265
237,chr11,13462515,13463015,3.0683403
238,chr11,14015553,14016053,2.5597143
