chr1	817121	817621
chr1	966150	966650
chr1	1074049	1074549
chr1	1079276	1079776
chr1	1207926	1208426
chr1	1273669	1274169
chr1	1282158	1282658
chr1	1318126	1318626
chr1	1344553	1345053
chr1	1375168	1375668
chr1	1510885	1511385
chr1	1612008	1612508
chr1	1959957	1960457
chr1	2049371	2049871
chr1	2195062	2195562
chr1	2199184	2199684
chr1	2275770	2276270
chr1	2391466	2391966
chr1	2523218	2523718
chr1	2541799	2542299
chr1	3337158	3337658
chr1	3501507	3502007
chr1	3504073	3504573
chr1	3857146	3857646
chr1	3900032	3900532
chr1	3922229	3922729
chr1	6127620	6128120
chr1	6353748	6354248
chr1	6359672	6360172
chr1	7702297	7702797
chr1	7783774	7784274
chr1	7961380	7961880
chr1	8014916	8015416
chr1	8040536	8041036
chr1	8061169	8061669
chr1	8061973	8062473
chr1	8090299	8090799
chr1	8097313	8097813
chr1	8903867	8904367
chr1	8986141	8986641
chr1	8987978	8988478
chr1	9061093	9061593
chr1	9126444	9126944
chr1	9164965	9165465
chr1	9893386	9893886
chr1	9900408	9900908
chr1	9901541	9902041
chr1	9950300	9950800
chr1	10034516	10035016
chr1	10415319	10415819
chr1	10427957	10428457
chr1	10980868	10981368
chr1	11642373	11642873
chr1	11719668	11720168
chr1	11805803	11806303
chr1	11909526	11910026
chr1	11979485	11979985
chr1	11979993	11980493
chr1	15167959	15168459
chr1	15197028	15197528
chr1	15218954	15219454
chr1	15424031	15424531
chr1	15524563	15525063
chr1	15526507	15527007
chr1	15617087	15617587
chr1	15617952	15618452
chr1	15833240	15833740
chr1	15835736	15836236
chr1	15849252	15849752
chr1	15953878	15954378
chr1	16032798	16033298
chr1	16182966	16183466
chr1	16248354	16248854
chr1	16624889	16625389
chr1	16905271	16905771
chr1	17519984	17520484
chr1	18956521	18957021
chr1	19010969	19011469
chr1	19251293	19251793
chr1	20153188	20153688
chr1	20212818	20213318
chr1	20575194	20575694
chr1	20661260	20661760
chr1	20733522	20734022
chr1	21956740	21957240
chr1	22052354	22052854
chr1	22075897	22076397
chr1	23451892	23452392
chr1	23691452	23691952
chr1	23868118	23868618
chr1	24149750	24150250
chr1	24216165	24216665
chr1	24502096	24502596
chr1	24502608	24503108
chr1	25233019	25233519
chr1	25239188	25239688
chr1	25239798	25240298
chr1	25338286	25338786
chr1	25486738	25487238
chr1	25796490	25796990
chr1	25818391	25818891
chr1	25821687	25822187
chr1	25871994	25872494
chr1	26036358	26036858
chr1	26111409	26111909
chr1	26112002	26112502
chr1	26169590	26170090
chr1	26391336	26391836
chr1	26416964	26417464
chr1	26862746	26863246
chr1	26864961	26865461
chr1	26900197	26900697
chr1	27155512	27156012
chr1	27321867	27322367
chr1	27381122	27381622
chr1	27388425	27388925
chr1	27518353	27518853
chr1	27539876	27540376
chr1	27542329	27542829
chr1	27563907	27564407
chr1	27650603	27651103
chr1	27785735	27786235
chr1	27857976	27858476
chr1	27875114	27875614
chr1	28078084	28078584
chr1	28248389	28248889
chr1	28249410	28249910
chr1	28259106	28259606
chr1	28313922	28314422
chr1	28328798	28329298
chr1	28351520	28352020
chr1	28518913	28519413
chr1	28669739	28670239
chr1	28675751	28676251
chr1	28785071	28785571
chr1	30088807	30089307
chr1	30841027	30841527
chr1	30888415	30888915
chr1	31259900	31260400
chr1	31422616	31423116
chr1	31444679	31445179
chr1	31471454	31471954
chr1	31644674	31645174
chr1	31645324	31645824
chr1	31715008	31715508
chr1	31811902	31812402
chr1	31857812	31858312
chr1	31938225	31938725
chr1	32028752	32029252
chr1	32063307	32063807
chr1	32066370	32066870
chr1	32179417	32179917
chr1	32208628	32209128
chr1	32216106	32216606
chr1	32316409	32316909
chr1	32650867	32651367
chr1	32760098	32760598
chr1	32761368	32761868
chr1	32761922	32762422
chr1	32789268	32789768
chr1	32830451	32830951
chr1	32876646	32877146
chr1	32989193	32989693
chr1	33007538	33008038
chr1	33086271	33086771
chr1	33218652	33219152
chr1	33233814	33234314
chr1	33376948	33377448
chr1	33379720	33380220
chr1	33397135	33397635
chr1	33433456	33433956
chr1	33460208	33460708
chr1	33470586	33471086
chr1	35031740	35032240
chr1	35882909	35883409
chr1	36099518	36100018
chr1	36188045	36188545
chr1	36239928	36240428
chr1	36306064	36306564
chr1	36306761	36307261
chr1	36373729	36374229
chr1	36386336	36386836
chr1	37595194	37595694
chr1	37621816	37622316
chr1	37911691	37912191
chr1	37930556	37931056
chr1	37932321	37932821
chr1	37989840	37990340
chr1	37999450	37999950
chr1	38835180	38835680
chr1	38858870	38859370
chr1	39086488	39086988
chr1	39098565	39099065
chr1	39110317	39110817
chr1	39115680	39116180
chr1	39142555	39143055
chr1	39154631	39155131
chr1	39159166	39159666
chr1	39167802	39168302
chr1	39183552	39184052
chr1	39192027	39192527
chr1	39214184	39214684
chr1	39249064	39249564
chr1	39258595	39259095
chr1	39276062	39276562
chr1	39387383	39387883
chr1	39537005	39537505
chr1	39691218	39691718
chr1	39799818	39800318
chr1	39895040	39895540
chr1	39919467	39919967
chr1	39940978	39941478
chr1	39947151	39947651
chr1	39954828	39955328
chr1	39960430	39960930
chr1	40076870	40077370
chr1	40107596	40108096
chr1	40140212	40140712
chr1	40143906	40144406
chr1	40167588	40168088
chr1	40404754	40405254
chr1	40508457	40508957
