,0,1,2,3,4,5,6,7,8,9,wt_count
0,chr21,21615801,21616302,.,5.45537,*,5.45537,-1,-1,250,2.6495643
1,chr4,60872029,60872530,.,6.24901,*,6.24901,-1,-1,250,2.40614
2,chr8,73195041,73195542,.,3.78201,*,3.78201,-1,-1,250,2.3456368
3,chr19,53192507,53193008,.,4.84147,*,4.84147,-1,-1,250,2.666861
4,chr4,25441457,25441958,.,10.8342,*,10.8342,-1,-1,250,2.463898
5,chr1,205374425,205374926,.,10.8342,*,10.8342,-1,-1,250,2.362619
6,chr10,45001675,45002176,.,7.72295,*,7.72295,-1,-1,250,2.4321485
7,chr4,10204265,10204766,.,4.84147,*,4.84147,-1,-1,250,2.7183328
8,chr1,200376470,200376971,.,23.0076,*,23.0076,-1,-1,250,3.056756
9,chr11,36568727,36569228,.,7.72295,*,7.72295,-1,-1,250,2.433178
10,chr14,44913574,44914075,.,7.23626,*,7.23626,-1,-1,250,2.2655807
11,chr4,139696474,139696975,.,4.84147,*,4.84147,-1,-1,250,2.7873664
12,chr13,98766134,98766635,.,3.78201,*,3.78201,-1,-1,250,2.7314057
13,chr6,63649547,63650048,.,7.72295,*,7.72295,-1,-1,250,2.3935804
14,chr14,55156983,55157484,.,3.51052,*,3.51052,-1,-1,250,2.480888
15,chr8,26045183,26045684,.,7.72295,*,7.72295,-1,-1,250,3.3250232
16,chr6,127939353,127939854,.,12.4617,*,12.4617,-1,-1,250,2.6440876
17,chr1,40591858,40592359,.,23.0076,*,23.0076,-1,-1,250,2.4401402
18,chr1,168665817,168666318,.,34.5055,*,34.5055,-1,-1,250,2.8297079
19,chr1,230353638,230354139,.,5.45537,*,5.45537,-1,-1,250,2.5554829
20,chr3,66038726,66039227,.,36.487,*,36.487,-1,-1,250,3.577353
21,chr2,167156932,167157433,.,7.23626,*,7.23626,-1,-1,250,2.5412192
22,chr3,129794920,129795421,.,7.23626,*,7.23626,-1,-1,250,2.5559623
23,chr10,1737356,1737857,.,40.5052,*,40.5052,-1,-1,250,3.1362333
24,chrX,36554840,36555341,.,5.45537,*,5.45537,-1,-1,250,2.843907
25,chr1,225518703,225519204,.,7.23626,*,7.23626,-1,-1,250,2.9611735
26,chr1,114058092,114058593,.,3.78201,*,3.78201,-1,-1,250,2.3921444
27,chr6,21867656,21868157,.,7.23626,*,7.23626,-1,-1,250,2.6270995
28,chr1,11098322,11098823,.,9.25326,*,9.25326,-1,-1,250,2.7970557
29,chr1,223872450,223872951,.,9.25326,*,9.25326,-1,-1,250,2.7534356
30,chr12,98656859,98657360,.,7.23626,*,7.23626,-1,-1,250,2.6548843
31,chr6,78900468,78900969,.,5.45537,*,5.45537,-1,-1,250,2.468215
32,chr6,150410845,150411346,.,4.84147,*,4.84147,-1,-1,250,2.8044114
33,chr10,110724082,110724583,.,3.51052,*,3.51052,-1,-1,250,2.4871912
34,chr18,72490271,72490772,.,12.4617,*,12.4617,-1,-1,250,2.2977386
35,chr1,177211135,177211636,.,34.5055,*,34.5055,-1,-1,250,2.3263946
36,chr8,116767670,116768171,.,5.45537,*,5.45537,-1,-1,250,2.5681515
37,chr1,181401290,181401791,.,3.51052,*,3.51052,-1,-1,250,2.5118766
38,chr8,134834337,134834838,.,34.5055,*,34.5055,-1,-1,250,2.5973678
39,chr5,66198144,66198645,.,3.51052,*,3.51052,-1,-1,250,2.5172608
40,chr18,3269026,3269527,.,7.72295,*,7.72295,-1,-1,250,2.316534
41,chr16,72677837,72678338,.,23.0076,*,23.0076,-1,-1,250,2.4248126
42,chr1,199667054,199667555,.,4.84147,*,4.84147,-1,-1,250,3.0164237
43,chr7,14341071,14341572,.,4.84147,*,4.84147,-1,-1,250,2.453608
44,chr5,137397354,137397855,.,12.4617,*,12.4617,-1,-1,250,2.7302427
45,chr1,63441636,63442137,.,10.8342,*,10.8342,-1,-1,250,2.5328717
46,chr17,27762160,27762661,.,6.24901,*,6.24901,-1,-1,250,2.5045238
47,chr18,37564727,37565228,.,4.84147,*,4.84147,-1,-1,250,2.70944
48,chr3,160384141,160384642,.,12.4617,*,12.4617,-1,-1,250,2.6986241
49,chr16,56471315,56471816,.,7.72295,*,7.72295,-1,-1,250,2.4849548
50,chr14,92456573,92457074,.,4.84147,*,4.84147,-1,-1,250,2.5527656
51,chr3,183483151,183483652,.,17.5858,*,17.5858,-1,-1,250,2.6464553
52,chr4,88045016,88045517,.,7.23626,*,7.23626,-1,-1,250,2.4449685
53,chr4,22217375,22217876,.,17.5858,*,17.5858,-1,-1,250,2.359398
54,chr8,21897752,21898253,.,5.45537,*,5.45537,-1,-1,250,2.3404007
55,chr3,173998878,173999379,.,9.25326,*,9.25326,-1,-1,250,2.6991649
56,chr7,123345664,123346165,.,6.24901,*,6.24901,-1,-1,250,2.2369008
57,chr11,10751471,10751972,.,6.24901,*,6.24901,-1,-1,250,3.2325501
58,chr8,10474463,10474964,.,6.24901,*,6.24901,-1,-1,250,3.0723047
59,chr12,4973830,4974331,.,4.84147,*,4.84147,-1,-1,250,2.8913817
60,chr6,35610801,35611302,.,15.8403,*,15.8403,-1,-1,250,2.5987964
61,chr3,118761051,118761552,.,12.4617,*,12.4617,-1,-1,250,2.818567
62,chr1,198524215,198524716,.,3.51052,*,3.51052,-1,-1,250,2.5570846
63,chr8,69400781,69401282,.,12.4617,*,12.4617,-1,-1,250,2.4308112
64,chr1,54246330,54246831,.,23.0076,*,23.0076,-1,-1,250,2.9721513
65,chr1,235488922,235489423,.,7.72295,*,7.72295,-1,-1,250,2.3691628
66,chr1,194295308,194295809,.,7.72295,*,7.72295,-1,-1,250,2.6873677
67,chr10,96160987,96161488,.,6.24901,*,6.24901,-1,-1,250,2.5993283
68,chr4,39337821,39338322,.,7.72295,*,7.72295,-1,-1,250,2.3581474
69,chr12,101165298,101165799,.,12.9526,*,12.9526,-1,-1,250,2.5475698
70,chr11,66767555,66768056,.,1.16112,*,1.16112,-1,-1,250,2.3251243
71,chr12,124053826,124054327,.,5.45537,*,5.45537,-1,-1,250,2.63601
72,chr1,32491312,32491813,.,5.45537,*,5.45537,-1,-1,250,2.3238149
73,chr3,169085675,169086176,.,7.72295,*,7.72295,-1,-1,250,2.4207182
74,chr4,123248004,123248505,.,14.1312,*,14.1312,-1,-1,250,2.2555845
75,chr3,174439645,174440146,.,6.24901,*,6.24901,-1,-1,250,2.6004536
76,chr9,114849961,114850462,.,17.5858,*,17.5858,-1,-1,250,2.377955
77,chr12,3529867,3530368,.,12.4617,*,12.4617,-1,-1,250,2.7372677
78,chr19,1470974,1471475,.,4.84147,*,4.84147,-1,-1,250,3.1259332
79,chr20,10448438,10448939,.,7.72295,*,7.72295,-1,-1,250,2.4027357
80,chr15,86034807,86035308,.,15.8403,*,15.8403,-1,-1,250,2.5078578
81,chr5,81222221,81222722,.,17.5858,*,17.5858,-1,-1,250,2.4691303
82,chr1,43348593,43349094,.,6.24901,*,6.24901,-1,-1,250,3.411114
83,chr2,165417425,165417926,.,12.4617,*,12.4617,-1,-1,250,2.737011
84,chr5,113174819,113175320,.,19.3634,*,19.3634,-1,-1,250,2.4051979
85,chr3,178193722,178194223,.,15.8403,*,15.8403,-1,-1,250,2.2266068
86,chr11,26036169,26036670,.,23.0076,*,23.0076,-1,-1,250,2.426307
87,chrX,28651698,28652199,.,7.72295,*,7.72295,-1,-1,250,2.7657025
88,chr7,54881364,54881865,.,7.23626,*,7.23626,-1,-1,250,2.8552923
89,chr16,1827544,1828045,.,4.84147,*,4.84147,-1,-1,250,3.0220656
90,chr3,117626775,117627276,.,7.72295,*,7.72295,-1,-1,250,2.7705152
91,chr20,17187716,17188217,.,9.25326,*,9.25326,-1,-1,250,2.5717638
92,chr14,74882312,74882813,.,2.2757,*,2.2757,-1,-1,250,3.02319
93,chr6,11272900,11273401,.,3.78201,*,3.78201,-1,-1,250,2.5407784
94,chr12,109117903,109118404,.,3.51052,*,3.51052,-1,-1,250,2.2522657
95,chr3,135678320,135678821,.,7.23626,*,7.23626,-1,-1,250,2.6558664
96,chr15,98760286,98760787,.,24.8694,*,24.8694,-1,-1,250,2.6818051
97,chr8,86441155,86441656,.,5.45537,*,5.45537,-1,-1,250,2.428485
98,chr2,232733517,232734018,.,3.51052,*,3.51052,-1,-1,250,2.3356743
99,chr15,70445629,70446130,.,4.84147,*,4.84147,-1,-1,250,2.22865
100,chr8,143431355,143431856,.,7.72295,*,7.72295,-1,-1,250,3.10817
101,chr5,72205802,72206303,.,15.8403,*,15.8403,-1,-1,250,2.6668272
102,chr7,31271453,31271954,.,9.08663,*,9.08663,-1,-1,250,2.4441984
103,chr3,58043166,58043667,.,12.4617,*,12.4617,-1,-1,250,2.686292
104,chr21,30533288,30533789,.,7.72295,*,7.72295,-1,-1,250,2.5151186
105,chr1,46657542,46658043,.,6.24901,*,6.24901,-1,-1,250,2.5868936
106,chr5,55227189,55227690,.,17.5858,*,17.5858,-1,-1,250,4.0775647
107,chr1,180073608,180074109,.,4.84147,*,4.84147,-1,-1,250,2.7193766
